  131 2018-06-07 05:09:38.459324269    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  132 2018-06-07 05:09:38.460182672    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3236 Ack=524565 Win=249600 Len=0 TSval=50132559 TSecr=50136303 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  133 2018-06-07 05:09:38.460202591    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  (chemical/x-galactic-spc) 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  134 2018-06-07 05:09:38.461266807    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3236 Ack=537597 Win=249600 Len=0 TSval=50132559 TSecr=50136304 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  135 2018-06-07 05:09:38.462335193    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3236 Ack=546838 Win=251648 Len=0 TSval=50132559 TSecr=50136304 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  136 2018-06-07 05:09:38.463681146    10.10.1.2 → 10.10.3.2    HTTP GET /mirai.x86 HTTP/1.1  02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  137 2018-06-07 05:09:38.463917303    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  138 2018-06-07 05:09:38.463938669    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  139 2018-06-07 05:09:38.464059129    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  140 2018-06-07 05:09:38.464193649    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3409 Ack=559870 Win=249600 Len=0 TSval=50132560 TSecr=50136305 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  141 2018-06-07 05:09:38.464213909    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  142 2018-06-07 05:09:38.465648816    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3409 Ack=572902 Win=241152 Len=0 TSval=50132560 TSecr=50136305 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  143 2018-06-07 05:09:38.465661292    10.10.3.2 → 10.10.1.2    TCP [TCP segment of a reassembled PDU] 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  144 2018-06-07 05:09:38.466405265    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3409 Ack=587382 Win=249600 Len=0 TSval=50132560 TSecr=50136305 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  145 2018-06-07 05:09:38.466416868    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  146 2018-06-07 05:09:38.467477363    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3409 Ack=600414 Win=249600 Len=0 TSval=50132560 TSecr=50136305 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  147 2018-06-07 05:09:38.468550363    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3409 Ack=602972 Win=252928 Len=0 TSval=50132561 TSecr=50136305 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  148 2018-06-07 05:09:38.470384563    10.10.1.2 → 10.10.3.2    HTTP GET /?C=N;O=A HTTP/1.1  02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  149 2018-06-07 05:09:38.471244742    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  (text/html) 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  150 2018-06-07 05:09:38.471453957    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3589 Ack=605930 Win=252928 Len=0 TSval=50132561 TSecr=50136306 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  151 2018-06-07 05:09:38.475170618    10.10.1.2 → 10.10.3.2    HTTP GET /?C=M;O=D HTTP/1.1  02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  152 2018-06-07 05:09:38.476013704    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  (text/html) 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  153 2018-06-07 05:09:38.476236798    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3769 Ack=608888 Win=252928 Len=0 TSval=50132563 TSecr=50136308 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  154 2018-06-07 05:09:38.479745680    10.10.1.2 → 10.10.3.2    HTTP GET /?C=S;O=D HTTP/1.1  02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  155 2018-06-07 05:09:38.480553747    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  (text/html) 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  156 2018-06-07 05:09:38.480841412    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=3949 Ack=611846 Win=252928 Len=0 TSval=50132564 TSecr=50136309 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  157 2018-06-07 05:09:38.484299144    10.10.1.2 → 10.10.3.2    HTTP GET /?C=D;O=D HTTP/1.1  02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  158 2018-06-07 05:09:38.485097315    10.10.3.2 → 10.10.1.2    HTTP HTTP/1.1 200 OK  (text/html) 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  159 2018-06-07 05:09:38.485388718    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=4129 Ack=614804 Win=252928 Len=0 TSval=50132565 TSecr=50136310 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  160 2018-06-07 05:09:38.489113612    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [FIN, ACK] Seq=4129 Ack=614804 Win=252928 Len=0 TSval=50132566 TSecr=50136310 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
  161 2018-06-07 05:09:38.489206217    10.10.3.2 → 10.10.1.2    TCP 80 → 48608 [FIN, ACK] Seq=614804 Ack=4130 Win=54784 Len=0 TSval=50136311 TSecr=50132566 02:b3:e0:46:2d:9f → 02:f4:35:e1:ea:ea
  162 2018-06-07 05:09:38.489450154    10.10.1.2 → 10.10.3.2    TCP 48608 → 80 [ACK] Seq=4130 Ack=614805 Win=252928 Len=0 TSval=50132566 TSecr=50136311 02:f4:35:e1:ea:ea → 02:b3:e0:46:2d:9f
